num_ligne;Rentrée scolaire;Code région;Région académique;Code académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental
5618.0;2023-2024;16;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82013;BEAUMONT DE LOMAGNE;0820047F;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;116.3;27.2;124.1;100.9;105.9;123;107.5;110.3;115.2;97.1;100.5
5634.0;2023-2024;16;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82125;MONTECH;0820891Y;COLLEGE VERCINGETORIX;public;107.7;33;124.1;100.9;105.9;123;107.5;110.3;115.2;97.1;100.5
5642.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83055;FAYENCE;0830019V;COLLEGE MARIE MAURON;public;105.3;31.4;124.1;100.9;105.9;129.5;101.9;106.1;128.2;100.3;104.2
5644.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83069;HYERES;0830028E;COLLEGE JULES FERRY;public;102.2;33.8;124.1;100.9;105.9;129.5;101.9;106.1;128.2;100.3;104.2
5707.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83064;GAREOULT;0831391L;COLLEGE GUY DE MAUPASSANT;public;108.5;31.2;124.1;100.9;105.9;129.5;101.9;106.1;128.2;100.3;104.2
5735.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84007;AVIGNON;0840060J;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;privé sous contrat;122.2;35.6;124.1;100.9;105.9;124.4;100;105;117.4;95.1;99.9
5822.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;85;VENDEE;85222;SAINT GILLES CROIX DE VIE;0851181X;COLLEGE PRIVE SAINT GILLES;privé sous contrat;110.8;31;124.1;100.9;105.9;116.8;102.9;108.8;110.7;99.2;105.3
5834.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;85;VENDEE;85003;AIZENAY;0851560J;COLLEGE ALEXANDRE SOLJENITSYNE;public;100.1;30.8;124.1;100.9;105.9;116.8;102.9;108.8;110.7;99.2;105.3
5873.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;86;VIENNE;86137;LOUDUN;0860765P;COLLEGE PRIVE CHAVAGNES SAINT JOSEPH;privé sous contrat;102.4;26.5;124.1;100.9;105.9;117.4;103.4;105.8;120;103.5;107
5885.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;86;VIENNE;86214;SAINT BENOIT;0861073Z;COLLEGE THEOPHRASTE RENAUDOT;public;122.7;35.5;124.1;100.9;105.9;117.4;103.4;105.8;120;103.5;107
5952.0;2023-2024;06;GRAND EST;12;NANCY-METZ;88;VOSGES;88383;REMIREMONT;0880154P;COLLEGE CHARLET;public;97.1;34.9;124.1;100.9;105.9;122.4;97;100.7;112.5;97.4;99.3
5958.0;2023-2024;06;GRAND EST;12;NANCY-METZ;88;VOSGES;88451;SENONES;0881101U;COLLEGE ANDRE MALRAUX;public;82.8;28.4;124.1;100.9;105.9;122.4;97;100.7;112.5;97.4;99.3
5976.0;2023-2024;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;89;YONNE;89025;AVALLON;0890009B;COLLEGE PARC DES CHAUMES;public;101.6;30.6;124.1;100.9;105.9;121.3;100.8;103.8;117.8;97.6;100.2
5991.0;2023-2024;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;89;YONNE;89464;VILLENEUVE SUR YONNE;0890540D;COLLEGE CHATEAUBRIAND;public;99.5;29;124.1;100.9;105.9;121.3;100.8;103.8;117.8;97.6;100.2
6029.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;91;ESSONNE;91272;GIF SUR YVETTE;0910024G;COLLEGE JULIETTE ADAM;public;136.7;37.6;124.1;100.9;105.9;144.1;109.3;115.8;136.1;104.5;109.1
6100.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;91;ESSONNE;91425;MONTLHERY;0911345T;COLLEGE PAUL FORT;public;110.3;32.8;124.1;100.9;105.9;144.1;109.3;115.8;136.1;104.5;109.1
10594.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59286;HAUBOURDIN;0594386X;COLLEGE LE PARC;public;106.1;34.7;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
6149.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92060;LE PLESSIS ROBINSON;0920624D;COLLEGE ROMAIN ROLLAND;public;128.4;34.3;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6225.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92036;GENNEVILLIERS;0921621M;COLLEGE GUY MOQUET;public;83.6;29.2;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6246.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92022;CHAVILLE;0921907Y;COLLEGE PRIVE SAINT THOMAS DE VILLENEUVE;privé sous contrat;159.2;18.3;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6288.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93062;LE RAINCY;0930629D;COLLEGE JEAN BAPTISTE COROT;public;127.9;35.9;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6294.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93005;AULNAY SOUS BOIS;0930891N;COLLEGE VICTOR HUGO;public;80;23.5;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6309.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93066;SAINT DENIS;0930959M;COLLEGE PRIVE JEAN BAPTISTE DE LA SALLE;privé sous contrat;113.9;35.5;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6323.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93006;BAGNOLET;0931181D;COLLEGE GEORGES POLITZER;public;91.5;34.9;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6342.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93031;EPINAY SUR SEINE;0931207G;COLLEGE EVARISTE GALOIS;public;87.5;25.9;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6382.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93047;MONTFERMEIL;0931546A;COLLEGE JEAN JAURES;public;88.8;27.8;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6444.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;94;VAL-DE-MARNE;94081;VITRY SUR SEINE;0940042K;COLLEGE ADOLPHE CHERIOUX;public;95;30.3;124.1;100.9;105.9;130.2;98.7;103;138.2;105.3;110.5
6459.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;94;VAL-DE-MARNE;94038;L HAY LES ROSES;0940583Y;COLLEGE PIERRE DE RONSARD;public;116;37;124.1;100.9;105.9;130.2;98.7;103;138.2;105.3;110.5
6462.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;94;VAL-DE-MARNE;94079;VILLIERS SUR MARNE;0940625U;COLLEGE PIERRE ET MARIE CURIE;public;101.1;31.9;124.1;100.9;105.9;130.2;98.7;103;138.2;105.3;110.5
6521.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;94;VAL-DE-MARNE;94081;VITRY SUR SEINE;0941224V;COLLEGE FRANCOIS RABELAIS;public;79.1;26.4;124.1;100.9;105.9;130.2;98.7;103;138.2;105.3;110.5
6570.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95219;ERMONT;0950019E;COLLEGE JULES FERRY;public;120.6;38.5;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6578.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95598;SOISY SOUS MONTMORENCY;0950046J;COLLEGE DESCARTES;public;110.1;38.8;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6583.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95219;ERMONT;0950739M;COLLEGE ANTOINE DE SAINT EXUPERY;public;89.7;28.3;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6587.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95205;ECOUEN;0950752B;COLLEGE PRIVE SAINTE THERESE;privé sous contrat;120.6;31.8;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6592.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95018;ARGENTEUIL;0950789S;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;131.8;33.2;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6624.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95430;MONTSOULT;0951051B;COLLEGE MARCEL PAGNOL;public;120.6;34.7;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6654.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95210;ENGHIEN LES BAINS;0951504U;COLLEGE PRIVE NOTRE DAME;privé sous contrat;142.4;31.8;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6655.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95369;MARGENCY;0951505V;COLLEGE PRIVE NOTRE DAME DE BURY;privé sous contrat;146.7;27.8;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6662.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95637;VAUREAL;0951636M;COLLEGE LES TOUPETS;public;105.6;34.8;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6729.0;2023-2024;05;CORSE;27;CORSE;2B;HAUTE-CORSE;2B298;SAINT FLORENT;7200044K;COLLEGE MARIA GHJENTILE SAINT FLORENT;public;106.9;30;124.1;100.9;105.9;121.6;100.6;101.7;123.2;99.4;100.9
6778.0;2023-2024;07;GUADELOUPE;32;GUADELOUPE;971;GUADELOUPE;97105;BASSE TERRE;9710985U;COLLEGE PRIVE PENSIONNAT DE VERSAILLES;privé sous contrat;111.1;29.2;124.1;100.9;105.9;122.1;93.4;96.8;122.1;93.4;96.8
6784.0;2023-2024;07;GUADELOUPE;32;GUADELOUPE;971;GUADELOUPE;97131;TERRE DE HAUT;9711155D;COLLEGE ARCHIPEL DES SAINTES;public;99.2;28.1;124.1;100.9;105.9;122.1;93.4;96.8;122.1;93.4;96.8
6791.0;2023-2024;12;MARTINIQUE;31;MARTINIQUE;972;MARTINIQUE;97204;LE CARBET;9720008B;COLLEGE DU CARBET;public;109.7;32.5;124.1;100.9;105.9;126.3;95.6;101.3;126.3;95.6;101.3
6811.0;2023-2024;12;MARTINIQUE;31;MARTINIQUE;972;MARTINIQUE;97230;LA TRINITE;9720351Z;COLLEGE DE BEAUSEJOUR;public;84.6;29.6;124.1;100.9;105.9;126.3;95.6;101.3;126.3;95.6;101.3
6852.0;2023-2024;08;GUYANE;33;GUYANE;973;GUYANE;97305;MACOURIA;9730206L;COLLEGE JUST HYASINE;public;77.8;28.7;124.1;100.9;105.9;121.5;78.4;81.9;121.5;78.4;81.9
6863.0;2023-2024;08;GUYANE;33;GUYANE;973;GUYANE;97360;APATOU;9730337D;COLLEGE MA AIYE;public;70.7;16.2;124.1;100.9;105.9;121.5;78.4;81.9;121.5;78.4;81.9
6866.0;2023-2024;08;GUYANE;33;GUYANE;973;GUYANE;97306;MANA;9730373T;COLLEGE PAULE BERTHELOT;public;68.7;20.2;124.1;100.9;105.9;121.5;78.4;81.9;121.5;78.4;81.9
10626.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59663;WORMHOUT;0594643B;COLLEGE DU HOUTLAND;public;100.5;33;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
10641.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59512;ROUBAIX;0595168X;COLLEGE MAXENCE VAN DER MEERSCH;public;71.8;19.3;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
10666.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59295;HAZEBROUCK;0595391P;COLLEGE PRIVE SAINT JACQUES;privé sous contrat;120.4;30.8;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
10696.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59599;TOURCOING;0596846W;COLLEGE PRIVE SACRE COEUR SAINT THOMAS;privé sous contrat;117.7;33.8;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
10699.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59431;NIEPPE;0596988A;COLLEGE JEANNE DE CONSTANTINOPLE;public;106.4;32.2;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
10710.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60463;NOGENT SUR OISE;0600036N;COLLEGE EDOUARD HERRIOT;public;84.7;27.4;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9
10749.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60584;SAINT LEU D ESSERENT;0601409F;COLLEGE JULES VALLES;public;113.7;31.5;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9
10762.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60471;NOYON;0601605U;COLLEGE PAUL ELUARD;public;84.4;27.4;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9
10763.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60141;CHANTILLY;0601606V;COLLEGE DES BOURGOGNES;public;119.9;36.9;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9
10789.0;2024-2025;14;NORMANDIE;70;NORMANDIE;61;ORNE;61297;MOULINS LA MARCHE;0610036H;COLLEGE ANDRE COLLET;public;97;27.5;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1
10798.0;2024-2025;14;NORMANDIE;70;NORMANDIE;61;ORNE;61214;L AIGLE;0610691V;COLLEGE PRIVE FOCH;privé sous contrat;111.3;30.1;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1
10804.0;2024-2025;14;NORMANDIE;70;NORMANDIE;61;ORNE;61486;TINCHEBRAY BOCAGE;0610714V;COLLEGE PRIVE SAINT REMI;privé sous contrat;103;27.8;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1
10816.0;2024-2025;14;NORMANDIE;70;NORMANDIE;61;ORNE;61001;ALENCON;0611026J;COLLEGE LOUISE MICHEL;public;68.1;17.6;125.1;100.9;106.1;119.6;99.3;103.3;110.9;95.1;99.1
10840.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62270;DIVION;0620079Z;COLLEGE HENRI WALLON;public;80.3;26.4;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5
10841.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62325;FAUQUEMBERGUES;0620082C;COLLEGE MONSIGNY;public;91.6;27.8;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5
10844.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0620096T;COLLEGE JEAN MACE;public;82.3;25.8;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5
10980.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0624343J;COLLEGE PRIVE SAINT VINCENT;privé sous contrat;116.8;29.6;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5
6886.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97406;LA PLAINE DES PALMISTES;9740037X;COLLEGE GASTON CROCHET;public;82.4;28.9;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
11028.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63113;CLERMONT FERRAND;0631126G;COLLEGE LUCIE AUBRAC;public;87.9;32.4;125.1;100.9;106.1;116.7;101.8;105.2;122.7;103.7;107.6
6955.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97410;SAINT BENOIT;9741366S;COLLEGE GUY MOQUET;public;70.7;21.3;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
11091.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64122;BIARRITZ;0640146L;COLLEGE PRIVE IMMACULEE CONCEPTION;privé sous contrat;126.5;32.8;125.1;100.9;106.1;126.3;105.8;109.9;122.1;108;112.9
6993.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;01;AIN;01202;LAGNIEU;0010026Y;COLLEGE PAUL CLAUDEL;public;110.3;32.5;125.1;100.9;106.1;127.9;102.1;109.6;124.1;105.9;109.4
11097.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64485;SAINT JEAN PIED DE PORT;0640165G;COLLEGE PRIVE SAINT JEAN DE MAYORGA;privé sous contrat;112.7;30.3;125.1;100.9;106.1;126.3;105.8;109.9;122.1;108;112.9
11107.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64483;SAINT JEAN DE LUZ;0640229B;COLLEGE CHANTACO;public;106.8;29.2;125.1;100.9;106.1;126.3;105.8;109.9;122.1;108;112.9
7022.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;01;AIN;01160;FERNEY VOLTAIRE;0010896U;COLLEGE INTERNATIONAL;public;123.7;40.2;125.1;100.9;106.1;127.9;102.1;109.6;124.1;105.9;109.4
11141.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64496;SAINT PIERRE D IRUBE;0642038T;COLLEGE ATURRI;public;116.1;32.2;125.1;100.9;106.1;126.3;105.8;109.9;122.1;108;112.9
7052.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;02;AISNE;02018;ANIZY LE GRAND;0020002S;COLLEGE LOUIS SANDRAS;public;97.4;31.3;125.1;100.9;106.1;121.9;95.1;99.7;114.9;90.5;93.6
11157.0;2024-2025;16;OCCITANIE;16;TOULOUSE;65;HAUTES-PYRENEES;65440;TARBES;0650050B;COLLEGE VOLTAIRE;public;100.3;34.5;125.1;100.9;106.1;124.6;107.2;110.4;111.7;102.6;104.7
7076.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;02;AISNE;02789;VERVINS;0020067M;COLLEGE CONDORCET;public;84.7;29.2;125.1;100.9;106.1;121.9;95.1;99.7;114.9;90.5;93.6
11182.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;66;PYRENEES-ORIENTALES;66210;THUIR;0660030Z;COLLEGE PIERRE MORETO;public;102.9;32.6;125.1;100.9;106.1;122.7;100;104.1;122.1;94.6;99.5
7091.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;02;AISNE;02502;MONTCORNET;0021489H;COLLEGE CHARLES DE GAULLE;public;80.4;23.5;125.1;100.9;106.1;121.9;95.1;99.7;114.9;90.5;93.6
7155.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;03;ALLIER;03321;YZEURE;0030837U;COLLEGE FRANCOIS VILLON;public;106.4;31.5;125.1;100.9;106.1;116.7;101.8;105.2;118.6;97.2;99.8
7156.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;03;ALLIER;03190;MOULINS;0030838V;COLLEGE EMILE GUILLAUMIN;public;84.8;27.5;125.1;100.9;106.1;116.7;101.8;105.2;118.6;97.2;99.8
7164.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;03;ALLIER;03264;SAINT YORRE;0031010G;COLLEGE VICTOR HUGO;public;101.2;31.3;125.1;100.9;106.1;116.7;101.8;105.2;118.6;97.2;99.8
11269.0;2024-2025;06;GRAND EST;15;STRASBOURG;67;BAS-RHIN;67482;STRASBOURG;0671958P;COLLEGE FOCH;public;123.2;41.6;125.1;100.9;106.1;129;98.6;103.3;134.3;101;105.1
7299.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;07;ARDECHE;07181;LE POUZIN;0070019H;COLLEGE ALEX MEZENC;public;97.7;30.8;125.1;100.9;106.1;123.5;106.3;110;109.6;101.5;104.1
11423.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69243;TARARE;0690618X;COLLEGE PRIVE NOTRE DAME DE BEL AIR;privé sous contrat;110.4;29.3;125.1;100.9;106.1;127.9;102.1;109.6;134.5;102.4;112.9
7310.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;07;ARDECHE;07132;LARGENTIERE;0070080Z;COLLEGE PRIVE LE PORTALET NOTRE DAME;privé sous contrat;104.8;26.4;125.1;100.9;106.1;123.5;106.3;110;109.6;101.5;104.1
11434.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69202;SAINTE FOY LES LYON;0691484N;COLLEGE LE PLAN DU LOUP;public;102.5;36.4;125.1;100.9;106.1;127.9;102.1;109.6;134.5;102.4;112.9
11479.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69383;LYON 3E ARRONDISSEMENT;0692411W;COLLEGE MOLIERE;public;114.8;39.5;125.1;100.9;106.1;127.9;102.1;109.6;134.5;102.4;112.9
11538.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69029;BRON;0693834T;COLLEGE THEODORE MONOD;public;87;32.1;125.1;100.9;106.1;127.9;102.1;109.6;134.5;102.4;112.9
11540.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69050;CHATILLON;0693975W;COLLEGE SIMONE VEIL;public;127;33.5;125.1;100.9;106.1;127.9;102.1;109.6;134.5;102.4;112.9
11558.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;70;HAUTE-SAONE;70245;FOUGEROLLES SAINT VALBERT;0700007C;COLLEGE DES COMBELLES;public;95.6;30.8;125.1;100.9;106.1;110.1;98.7;100.8;106.8;98.2;99.4
11645.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;72;SARTHE;72005;ANCINNES;0720002L;COLLEGE NORMANDIE MAINE;public;100.9;27.5;125.1;100.9;106.1;117.5;102.8;109.1;115.9;97.7;102.1
11740.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;73;SAVOIE;73268;SAINT PAUL SUR ISERE;0730769P;COLLEGE PRIVE FONDATION D AUTEUIL;privé sous contrat;102.7;25.4;125.1;100.9;106.1;123.5;106.3;110;123.7;109.9;111.9
11748.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;73;SAVOIE;73248;SAINT JEAN DE MAURIENNE;0730903K;COLLEGE MAURIENNE;public;101.8;29.5;125.1;100.9;106.1;123.5;106.3;110;123.7;109.9;111.9
7638.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13205;MARSEILLE 5E ARRONDISSEMENT;0132946G;COLLEGE PRIVE SAINT CHARLES CAMAS;privé sous contrat;115.9;34.3;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
11775.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74220;REIGNIER ESERY;0740029E;COLLEGE LA PIERRE AUX FEES;public;107.1;34;125.1;100.9;106.1;123.5;106.3;110;127.6;106.3;111.8
7774.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;15;CANTAL;15138;MURAT;0150023U;COLLEGE GEORGES POMPIDOU;public;106.4;29;125.1;100.9;106.1;116.7;101.8;105.2;109.9;103.4;104.1
11852.0;2024-2025;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0750550R;COLLEGE LUCIE FAURE;public;110.4;42.2;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4
8288.0;2024-2025;14;NORMANDIE;70;NORMANDIE;27;EURE;27681;VERNON;0271068P;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;130.3;33.6;125.1;100.9;106.1;119.6;99.3;103.3;122.1;99.1;102.3
8313.0;2024-2025;14;NORMANDIE;70;NORMANDIE;27;EURE;27016;LES ANDELYS;0271320N;COLLEGE ROSA PARKS;public;96.4;28.6;125.1;100.9;106.1;119.6;99.3;103.3;122.1;99.1;102.3
8370.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;28;EURE-ET-LOIR;28088;CHATEAUDUN;0280918W;COLLEGE ANATOLE FRANCE;public;75.5;23.1;125.1;100.9;106.1;123;100;103.5;121.7;100.4;104.1
8387.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29113;LANMEUR;0290047U;COLLEGE AUX QUATRE VENTS;public;108.7;31;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8401.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29277;SIZUN;0290089P;COLLEGE VAL D ELORN;public;102.6;27.6;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8445.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29024;CARHAIX PLOUGUER;0291102R;COLLEGE BEG AVEL;public;94;29.8;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8469.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29019;BREST;0291867X;COLLEGE PRIVE ESTRAN CHARLES DE FOUCAULD;privé sous contrat;128.1;33.2;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8483.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29212;PLOUZANE;0291929P;COLLEGE DE KERALLAN;public;119.9;33.6;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8527.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;30;GARD;30007;ALES;0301013N;COLLEGE JEAN MOULIN;public;74.1;23.4;125.1;100.9;106.1;122.7;100;104.1;118;99.5;103.6
12245.0;2024-2025;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77108;CHELLES;0771926A;COLLEGE PRIVE GASNIER GUY SAINTE BATHILDE;privé sous contrat;135.6;30;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2
